date,station,hour,passengers,passenger_count
2025-08-07,Edapally,08:00,806,806
2025-08-07,Edapally,09:00,1372,1372
2025-08-07,Edapally,10:00,193,193
2025-08-07,Edapally,11:00,364,364
2025-08-07,Edapally,12:00,152,152
2025-08-07,Edapally,13:00,290,290
2025-08-07,Edapally,14:00,190,190
2025-08-07,Edapally,15:00,612,612
2025-08-07,Edapally,16:00,509,509
2025-08-07,Edapally,17:00,878,878
2025-08-07,Edapally,18:00,584,584
2025-08-07,Edapally,19:00,1060,1060
2025-08-07,Edapally,20:00,334,334
2025-08-07,Edapally,21:00,473,473
2025-08-07,Edapally,22:00,514,514
2025-08-07,Kaloor,06:00,457,457
2025-08-07,Kaloor,07:00,1320,1320
2025-08-07,Kaloor,08:00,258,258
2025-08-07,Kaloor,09:00,1454,1454
2025-08-07,Kaloor,10:00,343,343
2025-08-07,Kaloor,11:00,222,222
2025-08-07,Kaloor,12:00,314,314
2025-08-07,Kaloor,13:00,412,412
2025-08-07,Kaloor,14:00,229,229
2025-08-07,Kaloor,15:00,679,679
2025-08-07,Kaloor,16:00,639,639
2025-08-07,Kaloor,17:00,1232,1232
2025-08-07,Kaloor,18:00,1402,1402
2025-08-07,Kaloor,19:00,612,612
2025-08-07,Kaloor,20:00,329,329
2025-08-07,Kaloor,21:00,281,281
2025-08-07,Kaloor,22:00,298,298
2025-08-07,Maharaja's,06:00,108,108
2025-08-07,Maharaja's,07:00,1434,1434
2025-08-07,Maharaja's,08:00,910,910
2025-08-07,Maharaja's,09:00,630,630
2025-08-07,Maharaja's,10:00,408,408
2025-08-07,Maharaja's,11:00,262,262
2025-08-07,Maharaja's,12:00,262,262
2025-08-07,Maharaja's,13:00,686,686
2025-08-07,Maharaja's,14:00,467,467
2025-08-07,Maharaja's,15:00,323,323
2025-08-07,Maharaja's,16:00,557,557
2025-08-07,Maharaja's,17:00,1432,1432
2025-08-07,Maharaja's,18:00,1336,1336
2025-08-07,Maharaja's,19:00,1098,1098
2025-08-07,Maharaja's,20:00,233,233
2025-08-07,Maharaja's,21:00,245,245
2025-08-07,Maharaja's,22:00,392,392
2025-08-07,Ernakulam South,06:00,360,360
2025-08-07,Ernakulam South,07:00,1182,1182
2025-08-07,Ernakulam South,08:00,1282,1282
2025-08-07,Ernakulam South,09:00,1178,1178
2025-08-07,Ernakulam South,10:00,488,488
2025-08-07,Ernakulam South,11:00,587,587
2025-08-07,Ernakulam South,12:00,333,333
2025-08-07,Ernakulam South,13:00,257,257
2025-08-07,Ernakulam South,14:00,338,338
2025-08-07,Ernakulam South,15:00,497,497
2025-08-07,Ernakulam South,16:00,698,698
2025-08-07,Ernakulam South,17:00,1368,1368
2025-08-07,Ernakulam South,18:00,1316,1316
2025-08-07,Ernakulam South,19:00,872,872
2025-08-07,Ernakulam South,20:00,310,310
2025-08-07,Ernakulam South,21:00,322,322
2025-08-07,Ernakulam South,22:00,727,727
2025-08-08,Aluva,06:00,421,421
2025-08-08,Aluva,07:00,258,258
2025-08-08,Aluva,08:00,808,808
2025-08-08,Aluva,09:00,938,938
2025-08-08,Aluva,10:00,326,326
2025-08-08,Aluva,11:00,364,364
2025-08-08,Aluva,12:00,683,683
2025-08-08,Aluva,13:00,341,341
2025-08-08,Aluva,14:00,112,112
2025-08-08,Aluva,15:00,650,650
2025-08-08,Aluva,16:00,353,353
2025-08-08,Aluva,17:00,1078,1078
2025-08-08,Aluva,18:00,1100,1100
2025-08-08,Aluva,19:00,1084,1084
2025-08-08,Aluva,20:00,795,795
2025-08-08,Aluva,21:00,115,115
2025-08-08,Aluva,22:00,251,251
2025-08-08,Kalamassery,06:00,126,126
2025-08-08,Kalamassery,07:00,916,916
2025-08-08,Kalamassery,08:00,860,860
2025-08-08,Kalamassery,09:00,620,620
2025-08-08,Kalamassery,10:00,355,355
2025-08-08,Kalamassery,11:00,700,700
2025-08-08,Kalamassery,12:00,109,109
2025-08-08,Kalamassery,13:00,177,177
2025-08-08,Kalamassery,14:00,250,250
2025-08-08,Kalamassery,15:00,650,650
2025-08-08,Kalamassery,16:00,623,623
2025-08-08,Kalamassery,17:00,1046,1046
2025-08-08,Kalamassery,18:00,224,224
2025-08-08,Kalamassery,19:00,1072,1072
2025-08-08,Kalamassery,20:00,778,778
2025-08-08,Kalamassery,21:00,788,788
2025-08-08,Kalamassery,22:00,575,575
2025-08-08,Edapally,06:00,268,268
2025-08-08,Edapally,07:00,1410,1410
2025-08-08,Edapally,08:00,694,694
2025-08-08,Edapally,09:00,282,282
2025-08-08,Edapally,10:00,245,245
2025-08-08,Edapally,11:00,470,470
2025-08-08,Edapally,12:00,790,790
2025-08-08,Edapally,13:00,609,609
2025-08-08,Edapally,14:00,408,408
2025-08-08,Edapally,15:00,494,494
2025-08-08,Edapally,16:00,267,267
2025-08-08,Edapally,17:00,1228,1228
2025-08-08,Edapally,18:00,608,608
2025-08-08,Edapally,19:00,1316,1316
2025-08-08,Edapally,20:00,723,723
2025-08-08,Edapally,21:00,778,778
2025-08-08,Edapally,22:00,754,754
2025-08-08,Kaloor,06:00,667,667
2025-08-08,Kaloor,07:00,1182,1182
2025-08-08,Kaloor,08:00,308,308
2025-08-08,Kaloor,09:00,424,424
2025-08-08,Kaloor,10:00,317,317
2025-08-08,Kaloor,11:00,184,184
2025-08-08,Kaloor,12:00,433,433
2025-08-08,Kaloor,13:00,696,696
2025-08-08,Kaloor,14:00,439,439
2025-08-08,Kaloor,15:00,597,597
2025-08-08,Kaloor,16:00,600,600
2025-08-08,Kaloor,17:00,1198,1198
2025-08-08,Kaloor,18:00,1362,1362
2025-08-08,Kaloor,19:00,342,342
2025-08-08,Kaloor,20:00,757,757
2025-08-08,Kaloor,21:00,576,576
2025-08-08,Kaloor,22:00,427,427
2025-08-08,Maharaja's,06:00,463,463
2025-08-08,Maharaja's,07:00,1152,1152
2025-08-08,Maharaja's,08:00,1196,1196
2025-08-08,Maharaja's,09:00,358,358
2025-08-08,Maharaja's,10:00,475,475
2025-08-08,Maharaja's,11:00,462,462
2025-08-08,Maharaja's,12:00,433,433
2025-08-08,Maharaja's,13:00,438,438
2025-08-08,Maharaja's,14:00,359,359
2025-08-08,Maharaja's,15:00,450,450
2025-08-08,Maharaja's,16:00,732,732
2025-08-08,Maharaja's,17:00,332,332
2025-08-08,Maharaja's,18:00,380,380
2025-08-08,Maharaja's,19:00,404,404
2025-08-08,Maharaja's,20:00,121,121
2025-08-08,Maharaja's,21:00,783,783
2025-08-08,Maharaja's,22:00,621,621
2025-08-08,Ernakulam South,06:00,727,727
2025-08-08,Ernakulam South,07:00,1340,1340
2025-08-08,Ernakulam South,08:00,1234,1234
2025-08-08,Ernakulam South,09:00,708,708
2025-08-08,Ernakulam South,10:00,556,556
2025-08-08,Ernakulam South,11:00,254,254
2025-08-08,Ernakulam South,12:00,104,104
2025-08-08,Ernakulam South,13:00,575,575
2025-08-08,Ernakulam South,14:00,287,287
2025-08-08,Ernakulam South,15:00,251,251
2025-08-08,Ernakulam South,16:00,765,765
2025-08-08,Ernakulam South,17:00,278,278
2025-08-08,Ernakulam South,18:00,330,330
2025-08-08,Ernakulam South,19:00,208,208
2025-08-08,Ernakulam South,20:00,208,208
2025-08-08,Ernakulam South,21:00,740,740
2025-08-08,Ernakulam South,22:00,288,288
2025-08-09,Aluva,06:00,524,524
2025-08-09,Aluva,07:00,1288,1288
2025-08-09,Aluva,08:00,1254,1254
2025-08-09,Aluva,09:00,1072,1072
2025-08-09,Aluva,10:00,220,220
2025-08-09,Aluva,11:00,493,493
2025-08-09,Aluva,12:00,682,682
2025-08-09,Aluva,13:00,313,313
2025-08-09,Aluva,14:00,754,754
2025-08-09,Aluva,15:00,578,578
2025-08-09,Aluva,16:00,687,687
2025-08-09,Aluva,17:00,772,772
2025-08-09,Aluva,18:00,1508,1508
2025-08-09,Aluva,19:00,462,462
2025-08-09,Aluva,20:00,677,677
2025-08-09,Aluva,21:00,339,339
2025-08-09,Aluva,22:00,596,596
2025-08-09,Kalamassery,06:00,531,531
2025-08-09,Kalamassery,07:00,280,280
2025-08-09,Kalamassery,08:00,1180,1180
2025-08-09,Kalamassery,09:00,530,530
2025-08-09,Kalamassery,10:00,194,194
2025-08-09,Kalamassery,11:00,449,449
2025-08-09,Kalamassery,12:00,800,800
2025-08-09,Kalamassery,13:00,163,163
2025-08-09,Kalamassery,14:00,565,565
2025-08-09,Kalamassery,15:00,691,691
2025-08-09,Kalamassery,16:00,603,603
2025-08-09,Kalamassery,17:00,1242,1242
2025-08-09,Kalamassery,18:00,596,596
2025-08-09,Kalamassery,19:00,774,774
2025-08-09,Kalamassery,20:00,176,176
2025-08-09,Kalamassery,21:00,157,157
2025-08-09,Kalamassery,22:00,596,596
2025-08-09,Edapally,06:00,391,391
2025-08-09,Edapally,07:00,1144,1144
2025-08-09,Edapally,08:00,1026,1026
2025-08-09,Edapally,09:00,1060,1060
2025-08-09,Edapally,10:00,786,786
2025-08-09,Edapally,11:00,460,460
2025-08-09,Edapally,12:00,503,503
2025-08-09,Edapally,13:00,598,598
2025-08-09,Edapally,14:00,729,729
2025-08-09,Edapally,15:00,480,480
2025-08-09,Edapally,16:00,245,245
2025-08-09,Edapally,17:00,292,292
2025-08-09,Edapally,18:00,1298,1298
2025-08-09,Edapally,19:00,1358,1358
2025-08-09,Edapally,20:00,292,292
2025-08-09,Edapally,21:00,118,118
2025-08-09,Edapally,22:00,747,747
2025-08-09,Kaloor,06:00,652,652
2025-08-09,Kaloor,07:00,1040,1040
2025-08-09,Kaloor,08:00,1054,1054
2025-08-09,Kaloor,09:00,516,516
2025-08-09,Kaloor,10:00,174,174
2025-08-09,Kaloor,11:00,252,252
2025-08-09,Kaloor,12:00,459,459
2025-08-09,Kaloor,13:00,543,543
2025-08-09,Kaloor,14:00,498,498
2025-08-09,Kaloor,15:00,236,236
2025-08-09,Kaloor,16:00,115,115
2025-08-09,Kaloor,17:00,1328,1328
2025-08-09,Kaloor,18:00,314,314
2025-08-09,Kaloor,19:00,326,326
2025-08-09,Kaloor,20:00,298,298
2025-08-09,Kaloor,21:00,613,613
2025-08-09,Kaloor,22:00,704,704
2025-08-09,Maharaja's,06:00,459,459
2025-08-09,Maharaja's,07:00,1058,1058
2025-08-09,Maharaja's,08:00,1518,1518
2025-08-09,Maharaja's,09:00,1176,1176
2025-08-09,Maharaja's,10:00,190,190
2025-08-09,Maharaja's,11:00,775,775
2025-08-09,Maharaja's,12:00,741,741
2025-08-09,Maharaja's,13:00,556,556
2025-08-09,Maharaja's,14:00,671,671
2025-08-09,Maharaja's,15:00,253,253
2025-08-09,Maharaja's,16:00,390,390
2025-08-09,Maharaja's,17:00,378,378
2025-08-09,Maharaja's,18:00,724,724
2025-08-09,Maharaja's,19:00,564,564
2025-08-09,Maharaja's,20:00,667,667
2025-08-09,Maharaja's,21:00,463,463
2025-08-09,Maharaja's,22:00,759,759
2025-08-09,Ernakulam South,06:00,432,432
2025-08-09,Ernakulam South,07:00,1356,1356
2025-08-09,Ernakulam South,08:00,1238,1238
2025-08-09,Ernakulam South,09:00,912,912
2025-08-09,Ernakulam South,10:00,477,477
2025-08-09,Ernakulam South,11:00,752,752
2025-08-09,Ernakulam South,12:00,668,668
2025-08-09,Ernakulam South,13:00,511,511
2025-08-09,Ernakulam South,14:00,125,125
2025-08-09,Ernakulam South,15:00,776,776
2025-08-09,Ernakulam South,16:00,221,221
2025-08-09,Ernakulam South,17:00,984,984
2025-08-09,Ernakulam South,18:00,896,896
2025-08-09,Ernakulam South,19:00,444,444
2025-08-09,Ernakulam South,20:00,547,547
2025-08-09,Ernakulam South,21:00,188,188
2025-08-09,Ernakulam South,22:00,456,456
2025-08-10,Aluva,06:00,292,292
2025-08-10,Aluva,07:00,573,573
2025-08-10,Aluva,08:00,280,280
2025-08-10,Aluva,09:00,453,453
2025-08-10,Aluva,10:00,382,382
2025-08-10,Aluva,11:00,127,127
2025-08-10,Aluva,12:00,246,246
2025-08-10,Aluva,13:00,449,449
2025-08-10,Aluva,14:00,420,420
2025-08-10,Aluva,15:00,135,135
2025-08-10,Aluva,16:00,195,195
2025-08-10,Aluva,17:00,234,234
2025-08-10,Aluva,18:00,508,508
2025-08-10,Aluva,19:00,325,325
2025-08-10,Aluva,20:00,96,96
2025-08-10,Aluva,21:00,117,117
2025-08-10,Aluva,22:00,410,410
2025-08-10,Kalamassery,06:00,349,349
2025-08-10,Kalamassery,07:00,376,376
2025-08-10,Kalamassery,08:00,798,798
2025-08-10,Kalamassery,09:00,668,668
2025-08-10,Kalamassery,10:00,234,234
2025-08-10,Kalamassery,11:00,425,425
2025-08-10,Kalamassery,12:00,309,309
2025-08-10,Kalamassery,13:00,205,205
2025-08-10,Kalamassery,14:00,307,307
2025-08-10,Kalamassery,15:00,176,176
2025-08-10,Kalamassery,16:00,190,190
2025-08-10,Kalamassery,17:00,884,884
2025-08-10,Kalamassery,18:00,499,499
2025-08-10,Kalamassery,19:00,408,408
2025-08-10,Kalamassery,20:00,314,314
2025-08-10,Kalamassery,21:00,245,245
2025-08-10,Kalamassery,22:00,161,161
2025-08-10,Edapally,06:00,306,306
2025-08-10,Edapally,07:00,208,208
2025-08-10,Edapally,08:00,559,559
2025-08-10,Edapally,09:00,261,261
2025-08-10,Edapally,10:00,226,226
2025-08-10,Edapally,11:00,391,391
2025-08-10,Edapally,12:00,416,416
2025-08-10,Edapally,13:00,367,367
2025-08-10,Edapally,14:00,465,465
2025-08-10,Edapally,15:00,351,351
2025-08-10,Edapally,16:00,261,261
2025-08-10,Edapally,17:00,903,903
2025-08-10,Edapally,18:00,588,588
2025-08-10,Edapally,19:00,432,432
2025-08-10,Edapally,20:00,451,451
2025-08-10,Edapally,21:00,274,274
2025-08-10,Edapally,22:00,135,135
2025-08-10,Kaloor,06:00,229,229
2025-08-10,Kaloor,07:00,415,415
2025-08-10,Kaloor,08:00,769,769
2025-08-10,Kaloor,09:00,842,842
2025-08-10,Kaloor,10:00,182,182
2025-08-10,Kaloor,11:00,456,456
2025-08-10,Kaloor,12:00,71,71
2025-08-10,Kaloor,13:00,327,327
2025-08-10,Kaloor,14:00,331,331
2025-08-10,Kaloor,15:00,309,309
2025-08-10,Kaloor,16:00,414,414
2025-08-10,Kaloor,17:00,278,278
2025-08-10,Kaloor,18:00,562,562
2025-08-10,Kaloor,19:00,453,453
2025-08-10,Kaloor,20:00,324,324
2025-08-10,Kaloor,21:00,80,80
2025-08-10,Kaloor,22:00,453,453
2025-08-10,Maharaja's,06:00,286,286
2025-08-10,Maharaja's,07:00,151,151
2025-08-10,Maharaja's,08:00,943,943
2025-08-10,Maharaja's,09:00,295,295
2025-08-10,Maharaja's,10:00,477,477
2025-08-10,Maharaja's,11:00,346,346
2025-08-10,Maharaja's,12:00,261,261
2025-08-10,Maharaja's,13:00,279,279
2025-08-10,Maharaja's,14:00,478,478
2025-08-10,Maharaja's,15:00,118,118
2025-08-10,Maharaja's,16:00,303,303
2025-08-10,Maharaja's,17:00,356,356
2025-08-10,Maharaja's,18:00,472,472
2025-08-10,Maharaja's,19:00,648,648
2025-08-10,Maharaja's,20:00,99,99
2025-08-10,Maharaja's,21:00,319,319
2025-08-10,Maharaja's,22:00,348,348
2025-08-10,Ernakulam South,06:00,75,75
2025-08-10,Ernakulam South,07:00,379,379
2025-08-10,Ernakulam South,08:00,183,183
2025-08-10,Ernakulam South,09:00,152,152
2025-08-10,Ernakulam South,10:00,84,84
2025-08-10,Ernakulam South,11:00,125,125
2025-08-10,Ernakulam South,12:00,277,277
2025-08-10,Ernakulam South,13:00,78,78
2025-08-10,Ernakulam South,14:00,431,431
2025-08-10,Ernakulam South,15:00,357,357
2025-08-10,Ernakulam South,16:00,253,253
2025-08-10,Ernakulam South,17:00,926,926
2025-08-10,Ernakulam South,18:00,307,307
2025-08-10,Ernakulam South,19:00,186,186
2025-08-10,Ernakulam South,20:00,327,327
2025-08-10,Ernakulam South,21:00,377,377
2025-08-10,Ernakulam South,22:00,314,314
2025-08-11,Aluva,06:00,193,193
2025-08-11,Aluva,07:00,502,502
2025-08-11,Aluva,08:00,1198,1198
2025-08-11,Aluva,09:00,528,528
2025-08-11,Aluva,10:00,465,465
2025-08-11,Aluva,11:00,693,693
2025-08-11,Aluva,12:00,365,365
2025-08-11,Aluva,13:00,594,594
2025-08-11,Aluva,14:00,281,281
2025-08-11,Aluva,15:00,316,316
2025-08-11,Aluva,16:00,253,253
2025-08-11,Aluva,17:00,626,626
2025-08-11,Aluva,18:00,1538,1538
2025-08-11,Aluva,19:00,1108,1108
2025-08-11,Aluva,20:00,561,561
2025-08-11,Aluva,21:00,350,350
2025-08-11,Aluva,22:00,433,433
2025-08-11,Kalamassery,06:00,379,379
2025-08-11,Kalamassery,07:00,932,932
2025-08-11,Kalamassery,08:00,1046,1046
2025-08-11,Kalamassery,09:00,456,456
2025-08-11,Kalamassery,10:00,780,780
2025-08-11,Kalamassery,11:00,228,228
2025-08-11,Kalamassery,12:00,158,158
2025-08-11,Kalamassery,13:00,174,174
2025-08-11,Kalamassery,14:00,652,652
2025-08-11,Kalamassery,15:00,683,683
2025-08-11,Kalamassery,16:00,103,103
2025-08-11,Kalamassery,17:00,1014,1014
2025-08-11,Kalamassery,18:00,652,652
2025-08-11,Kalamassery,19:00,872,872
2025-08-11,Kalamassery,20:00,140,140
2025-08-11,Kalamassery,21:00,757,757
2025-08-11,Kalamassery,22:00,495,495
2025-08-11,Edapally,06:00,104,104
2025-08-11,Edapally,07:00,1346,1346
2025-08-11,Edapally,08:00,246,246
2025-08-11,Edapally,09:00,852,852
2025-08-11,Edapally,10:00,784,784
2025-08-11,Edapally,11:00,724,724
2025-08-11,Edapally,12:00,444,444
2025-08-11,Edapally,13:00,467,467
2025-08-11,Edapally,14:00,530,530
2025-08-11,Edapally,15:00,464,464
2025-08-11,Edapally,16:00,461,461
2025-08-11,Edapally,17:00,736,736
2025-08-11,Edapally,18:00,1310,1310
2025-08-11,Edapally,19:00,1232,1232
2025-08-11,Edapally,20:00,614,614
2025-08-11,Edapally,21:00,763,763
2025-08-11,Edapally,22:00,540,540
2025-08-11,Kaloor,06:00,104,104
2025-08-11,Kaloor,07:00,396,396
2025-08-11,Kaloor,08:00,378,378
2025-08-11,Kaloor,09:00,1520,1520
2025-08-11,Kaloor,10:00,184,184
2025-08-11,Kaloor,11:00,123,123
2025-08-11,Kaloor,12:00,431,431
2025-08-11,Kaloor,13:00,168,168
2025-08-11,Kaloor,14:00,121,121
2025-08-11,Kaloor,15:00,293,293
2025-08-11,Kaloor,16:00,632,632
2025-08-11,Kaloor,17:00,1542,1542
2025-08-11,Kaloor,18:00,1168,1168
2025-08-11,Kaloor,19:00,286,286
2025-08-11,Kaloor,20:00,365,365
2025-08-11,Kaloor,21:00,604,604
2025-08-11,Kaloor,22:00,438,438
2025-08-11,Maharaja's,06:00,158,158
2025-08-11,Maharaja's,07:00,456,456
2025-08-11,Maharaja's,08:00,880,880
2025-08-11,Maharaja's,09:00,694,694
2025-08-11,Maharaja's,10:00,216,216
2025-08-11,Maharaja's,11:00,447,447
2025-08-11,Maharaja's,12:00,175,175
2025-08-11,Maharaja's,13:00,398,398
2025-08-11,Maharaja's,14:00,166,166
2025-08-11,Maharaja's,15:00,211,211
2025-08-11,Maharaja's,16:00,345,345
2025-08-11,Maharaja's,17:00,1372,1372
2025-08-11,Maharaja's,18:00,1486,1486
2025-08-11,Maharaja's,19:00,774,774
2025-08-11,Maharaja's,20:00,531,531
2025-08-11,Maharaja's,21:00,410,410
2025-08-11,Maharaja's,22:00,350,350
2025-08-11,Ernakulam South,06:00,634,634
2025-08-11,Ernakulam South,07:00,1302,1302
2025-08-11,Ernakulam South,08:00,1236,1236
2025-08-11,Ernakulam South,09:00,1050,1050
2025-08-11,Ernakulam South,10:00,153,153
2025-08-11,Ernakulam South,11:00,260,260
2025-08-11,Ernakulam South,12:00,295,295
2025-08-11,Ernakulam South,13:00,753,753
2025-08-11,Ernakulam South,14:00,769,769
2025-08-11,Ernakulam South,15:00,327,327
2025-08-11,Ernakulam South,16:00,326,326
2025-08-11,Ernakulam South,17:00,636,636
2025-08-11,Ernakulam South,18:00,1560,1560
2025-08-11,Ernakulam South,19:00,1410,1410
2025-08-11,Ernakulam South,20:00,427,427
2025-08-11,Ernakulam South,21:00,789,789
2025-08-11,Ernakulam South,22:00,376,376
2025-08-12,Aluva,06:00,426,426
2025-08-12,Aluva,07:00,1374,1374
2025-08-12,Aluva,08:00,1376,1376
2025-08-12,Aluva,09:00,234,234
2025-08-12,Aluva,10:00,508,508
2025-08-12,Aluva,11:00,630,630
2025-08-12,Aluva,12:00,515,515
2025-08-12,Aluva,13:00,337,337
2025-08-12,Aluva,14:00,632,632
2025-08-12,Aluva,15:00,615,615
2025-08-12,Aluva,16:00,636,636
2025-08-12,Aluva,17:00,244,244
2025-08-12,Aluva,18:00,738,738
2025-08-12,Aluva,19:00,970,970
2025-08-12,Aluva,20:00,184,184
2025-08-12,Aluva,21:00,298,298
2025-08-12,Aluva,22:00,783,783
2025-08-12,Kalamassery,06:00,574,574
2025-08-12,Kalamassery,07:00,926,926
2025-08-12,Kalamassery,08:00,958,958
2025-08-12,Kalamassery,09:00,250,250
2025-08-12,Kalamassery,10:00,679,679
2025-08-12,Kalamassery,11:00,430,430
2025-08-12,Kalamassery,12:00,135,135
2025-08-12,Kalamassery,13:00,439,439
2025-08-12,Kalamassery,14:00,784,784
2025-08-12,Kalamassery,15:00,517,517
2025-08-12,Kalamassery,16:00,627,627
2025-08-12,Kalamassery,17:00,394,394
2025-08-12,Kalamassery,18:00,396,396
2025-08-12,Kalamassery,19:00,908,908
2025-08-12,Kalamassery,20:00,781,781
2025-08-12,Kalamassery,21:00,412,412
2025-08-12,Kalamassery,22:00,764,764
2025-08-12,Edapally,06:00,743,743
2025-08-12,Edapally,07:00,904,904
2025-08-12,Edapally,08:00,1230,1230
2025-08-12,Edapally,09:00,664,664
2025-08-12,Edapally,10:00,248,248
2025-08-12,Edapally,11:00,498,498
2025-08-12,Edapally,12:00,383,383
2025-08-12,Edapally,13:00,132,132
2025-08-12,Edapally,14:00,611,611
2025-08-12,Edapally,15:00,425,425
2025-08-12,Edapally,16:00,795,795
2025-08-12,Edapally,17:00,912,912
2025-08-12,Edapally,18:00,272,272
2025-08-12,Edapally,19:00,398,398
2025-08-12,Edapally,20:00,650,650
2025-08-12,Edapally,21:00,532,532
2025-08-12,Edapally,22:00,409,409
2025-08-12,Kaloor,06:00,269,269
2025-08-12,Kaloor,07:00,212,212
2025-08-12,Kaloor,08:00,1104,1104
2025-08-12,Kaloor,09:00,818,818
2025-08-12,Kaloor,10:00,149,149
2025-08-12,Kaloor,11:00,154,154
2025-08-12,Kaloor,12:00,430,430
2025-08-12,Kaloor,13:00,762,762
2025-08-12,Kaloor,14:00,208,208
2025-08-12,Kaloor,15:00,488,488
2025-08-12,Kaloor,16:00,184,184
2025-08-12,Kaloor,17:00,1596,1596
2025-08-12,Kaloor,18:00,260,260
2025-08-12,Kaloor,19:00,910,910
2025-08-12,Kaloor,20:00,755,755
2025-08-12,Kaloor,21:00,380,380
2025-08-12,Kaloor,22:00,727,727
2025-08-12,Maharaja's,06:00,570,570
2025-08-12,Maharaja's,07:00,1600,1600
2025-08-12,Maharaja's,08:00,1114,1114
2025-08-12,Maharaja's,09:00,1184,1184
2025-08-12,Maharaja's,10:00,412,412
2025-08-12,Maharaja's,11:00,168,168
2025-08-12,Maharaja's,12:00,459,459
2025-08-12,Maharaja's,13:00,345,345
2025-08-12,Maharaja's,14:00,134,134
2025-08-12,Maharaja's,15:00,201,201
2025-08-12,Maharaja's,16:00,559,559
2025-08-12,Maharaja's,17:00,654,654
2025-08-12,Maharaja's,18:00,242,242
2025-08-12,Maharaja's,19:00,452,452
2025-08-12,Maharaja's,20:00,780,780
2025-08-12,Maharaja's,21:00,271,271
2025-08-12,Maharaja's,22:00,378,378
2025-08-12,Ernakulam South,06:00,147,147
2025-08-12,Ernakulam South,07:00,878,878
2025-08-12,Ernakulam South,08:00,280,280
2025-08-12,Ernakulam South,09:00,1196,1196
2025-08-12,Ernakulam South,10:00,581,581
2025-08-12,Ernakulam South,11:00,245,245
2025-08-12,Ernakulam South,12:00,677,677
2025-08-12,Ernakulam South,13:00,216,216
2025-08-12,Ernakulam South,14:00,662,662
2025-08-12,Ernakulam South,15:00,797,797
2025-08-12,Ernakulam South,16:00,260,260
2025-08-12,Ernakulam South,17:00,1288,1288
2025-08-12,Ernakulam South,18:00,994,994
2025-08-12,Ernakulam South,19:00,620,620
2025-08-12,Ernakulam South,20:00,758,758
2025-08-12,Ernakulam South,21:00,783,783
2025-08-12,Ernakulam South,22:00,727,727
2025-08-13,Aluva,06:00,523,523
2025-08-13,Aluva,07:00,790,790
2025-08-13,Aluva,08:00,954,954
2025-08-13,Aluva,09:00,590,590
2025-08-13,Aluva,10:00,796,796
2025-08-13,Aluva,11:00,240,240
2025-08-13,Aluva,12:00,195,195
2025-08-13,Aluva,13:00,227,227
2025-08-13,Aluva,14:00,181,181
2025-08-13,Aluva,15:00,131,131
2025-08-13,Aluva,16:00,386,386
2025-08-13,Aluva,17:00,1326,1326
2025-08-13,Aluva,18:00,324,324
2025-08-13,Aluva,19:00,1232,1232
2025-08-13,Aluva,20:00,371,371
2025-08-13,Aluva,21:00,469,469
2025-08-13,Aluva,22:00,463,463
2025-08-13,Kalamassery,06:00,155,155
2025-08-13,Kalamassery,07:00,578,578
2025-08-13,Kalamassery,08:00,232,232
2025-08-13,Kalamassery,09:00,1576,1576
2025-08-13,Kalamassery,10:00,713,713
2025-08-13,Kalamassery,11:00,197,197
2025-08-13,Kalamassery,12:00,539,539
2025-08-13,Kalamassery,13:00,442,442
2025-08-13,Kalamassery,14:00,532,532
2025-08-13,Kalamassery,15:00,150,150
2025-08-13,Kalamassery,16:00,289,289
2025-08-13,Kalamassery,17:00,736,736
2025-08-13,Kalamassery,18:00,388,388
2025-08-13,Kalamassery,19:00,1152,1152
2025-08-13,Kalamassery,20:00,605,605
2025-08-13,Kalamassery,21:00,122,122
2025-08-13,Kalamassery,22:00,167,167
2025-08-13,Edapally,06:00,528,528
2025-08-13,Edapally,07:00,1018,1018
2025-08-13,Edapally,08:00,646,646
2025-08-13,Edapally,09:00,752,752
2025-08-13,Edapally,10:00,491,491
2025-08-13,Edapally,11:00,460,460
2025-08-13,Edapally,12:00,792,792
2025-08-13,Edapally,13:00,229,229
2025-08-13,Edapally,14:00,441,441
2025-08-13,Edapally,15:00,409,409
2025-08-13,Edapally,16:00,634,634
2025-08-13,Edapally,17:00,286,286
2025-08-13,Edapally,18:00,820,820
2025-08-13,Edapally,19:00,970,970
2025-08-13,Edapally,20:00,323,323
2025-08-13,Edapally,21:00,237,237
2025-08-13,Edapally,22:00,611,611
2025-08-13,Kaloor,06:00,101,101
2025-08-13,Kaloor,07:00,1244,1244
2025-08-13,Kaloor,08:00,1364,1364
2025-08-13,Kaloor,09:00,1050,1050
2025-08-13,Kaloor,10:00,124,124
2025-08-13,Kaloor,11:00,141,141
2025-08-13,Kaloor,12:00,341,341
2025-08-13,Kaloor,13:00,381,381
2025-08-13,Kaloor,14:00,622,622
2025-08-13,Kaloor,15:00,299,299
2025-08-13,Kaloor,16:00,566,566
2025-08-13,Kaloor,17:00,266,266
2025-08-13,Kaloor,18:00,1358,1358
2025-08-13,Kaloor,19:00,300,300
2025-08-13,Kaloor,20:00,598,598
2025-08-13,Kaloor,21:00,450,450
2025-08-13,Kaloor,22:00,516,516
2025-08-13,Maharaja's,06:00,697,697
2025-08-13,Maharaja's,07:00,1334,1334
2025-08-13,Maharaja's,08:00,1598,1598
2025-08-13,Maharaja's,09:00,1332,1332
